iter,elapsed_s,optimizer_steps,train_steps_planned,train_steps_actual,train_samples,train_time_s,selfplay_time_s,policy_loss,policy_loss_std,value_loss,value_loss_std,entropy,entropy_std,entropy_coef,avg_grad_norm,grad_norm_std,learning_rate,samples_per_sec,train_recent_pct,buffer_percent,buffer_size,buffer_capacity,adjudication_phase,adjudication_enabled,adjudication_min_plies,adjudication_value_margin,adjudication_persist_plies,adjudication_material_margin,sp_games,sp_white_wins,sp_black_wins,sp_draws,sp_visit_per_move,sp_term_natural_pct,sp_term_adjudicated_pct,sp_term_resign_pct,sp_term_exhausted_pct,eval_requests,eval_cache_hits,eval_cache_misses,eval_batches,arena_score_pct,arena_draw_pct,arena_decisive_pct,arena_elapsed_s,arena_decision
41,9485.049319505692,128,128,128,32768,4.1085546016693115,145.87822318077087,5.441662427037954,0.053420764459620684,0.25558048160746694,0.039273258716436193,5.60087451711297,0.024666690987260067,0.000184765625,3.4066914906725287,3.5673517879666274,0.0018633011866703918,7975.554222082461,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,6,48,74.36560265131693,31.25,0.0,0.0,68.75,15044229,376800,14667429,354330,0.0,0.0,0.0,0.0,skipped
42,10037.537649869919,128,128,128,32768,4.309049844741821,143.54260349273682,5.353443097323179,0.05634468994283152,0.2532976457150653,0.03826648228979198,5.541373699903488,0.02808190769462332,0.00018437500000000002,2.446125310845673,0.9928011970250656,0.0018548481436907256,7604.460653892323,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,8,7,49,73.16140409808533,29.6875,0.0,0.0,70.3125,15450387,398048,15052339,362783,45.833333333333336,91.66666666666667,8.333333333333334,404.42906856536865,accept (auto)
43,10194.052085399628,128,128,128,32768,3.945375680923462,146.88071393966675,5.2924896739423275,0.054861077427736674,0.23287364549469203,0.03649212337785498,5.484370797872543,0.02936919450702595,0.000183984375,2.241837652400136,0.9230625298232563,0.001846164366208418,8305.419470809498,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,6,5,53,74.19965217391304,35.9375,0.0,0.0,64.0625,15848829,420960,15427869,370370,0.0,0.0,0.0,0.0,skipped
44,10349.97343158722,128,128,128,32768,3.941119432449341,151.94034957885742,5.202573537826538,0.05129521886285111,0.2046019365079701,0.03152882207453954,5.415857799351215,0.03201613535468321,0.00018359375,2.043722619302571,1.0575231625500154,0.0018372525085945438,8314.38898557693,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,9,2,53,72.20239069919764,23.4375,0.0,0.0,76.5625,16260949,444388,15816561,378149,0.0,0.0,0.0,0.0,skipped
45,10501.982992172241,128,128,128,32768,4.092563152313232,147.8763267993927,5.110331296920776,0.05738813504940095,0.2206321305129677,0.0324925560482693,5.348094135522842,0.03639352026495691,0.00018320312500000002,1.82203799020499,0.39065868455392727,0.0018281152949374527,8006.718230231487,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,5,10,49,73.77592433361995,28.125,0.0,0.0,71.875,16660640,468073,16192567,385693,0.0,0.0,0.0,0.0,skipped
46,10654.081293582916,128,128,128,32768,3.932645797729492,148.12599563598633,5.0120879746973515,0.06099851745715142,0.23332029057200998,0.037893368490790044,5.257858086377382,0.03699548903608649,0.0001828125,2.491103616543114,1.6379345129017402,0.0018187555182100973,8332.3039209172,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,5,12,47,74.50122807017544,32.8125,0.0,0.0,67.1875,17056709,491309,16565400,393047,0.0,0.0,0.0,0.0,skipped
47,10808.603674650192,128,128,128,32768,4.04862904548645,150.43302273750305,4.906803462654352,0.05732919099397492,0.19583131500985473,0.028261772057120958,5.15974123775959,0.04229937672793232,0.00018242187500000002,2.025417173281312,1.0214156007318977,0.001809176039416305,8093.603941445534,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,4,2,58,72.31362126245847,18.75,0.0,0.0,81.25,17463671,514502,16949169,400554,0.0,0.0,0.0,0.0,skipped
48,10961.211589574814,128,128,128,32768,4.223894834518433,148.34201431274414,4.761524364352226,0.057329707813829546,0.1974699137499556,0.029234942357759787,5.021496891975403,0.041490441228990475,0.00018203125,1.5016989540308714,0.2951150285355677,0.0017993797867162545,7757.768903764832,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,7,3,54,72.50717466600693,20.3125,0.0,0.0,79.6875,17873143,539466,17333677,409006,0.0,0.0,0.0,0.0,skipped
49,11450.154356718063,128,128,128,32768,4.338151693344116,134.5280168056488,4.650843039155006,0.05476758709189592,0.21530701941810548,0.028376800344022984,4.908245135098696,0.0413231177016339,0.000181640625,1.8448250349611044,0.6664027599504798,0.001789369754531423,7553.447255031415,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,10,5,49,74.37286362050925,29.6875,0.0,0.0,70.3125,18269985,561635,17708350,416496,50.0,100.0,0.0,349.8697783946991,accept (auto)
50,11596.35664010048,128,128,128,32768,4.572201490402222,141.58559370040894,4.596011083573103,0.054401638298511405,0.19948095374275,0.03104573036702895,4.855292439460754,0.03830962474156253,0.00018125000000000001,1.8357032220810652,0.8261269352629593,0.0017791490026292857,7166.788267924159,75.0,100.0,50000,50000,steady,1,100,0.85,6,3.0,64,6,5,53,73.2239945698286,21.875,0.0,0.0,78.125,18672076,584145,18087931,424306,0.0,0.0,0.0,0.0,skipped
